name,kategorie,lat,lng,beschreibung,link
Scheiben,Flurnamen,48.21958,14.47811," „Scheiben“ könnte auf einen Ort hinweisen, an dem „gerädert“ wurde, also der Ort der „Radscheiben“.",
Wolfsegg,Indizort,48.22077793,13.22874629,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.223,12.9959,"Hugo von Preen fand hier mehrere verscharrte Leichen (Quelle: Bundwerk, 2013 Seite 125)",
Abdecker Ried,Abdecker,48.224703,13.4413,Abdeckerhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=43558
Galgen Enns,Richtstätten,48.22486,14.48168,"Stadtgericht Enns, 1781 erwähnt",
Galgenberg,Richtstätten,48.226336,14.76705,FK Franziszeischder Kataster,https://maps.arcanum.com/de/map/cadastral/?bbox=1643135.5984826116%2C6144232.849754936%2C1644224.8261356754%2C6144662.210874756&map-list=1&layers=3%2C4
Rabengütl,Indizort,48.227303,13.524535,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker Grein,Abdecker,48.227424,14.849469,Abdeckherhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=75516
Scheiben,Indizort,48.22759628,13.53841716,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Kronberger,Indizort,48.227746,14.761443,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rabenberg,Indizort,48.229155,13.588584,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rabenbergerhäusl,Indizort,48.229161,13.503263,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Gerichtsfeld,Flurnamen,48.2309,15.136916,FK Franziszeischder Kataster,https://maps.arcanum.com/de/map/cadastral/?bbox=1682994.6591130998%2C6144851.955614676%2C1686992.076826701%2C6146033.146567396&map-list=1&layers=3%2C4
Galgenkreuz (Richtkreuz),Kleindenkmäler,48.23106,14.874974,Inschrift: ehem. Richtstätte,https://www.ooegeschichte.at/forschung/kleindenkmal/110637
Galgen unter Edla,Richtstätten,48.23107,15.13862,JL,https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1678650.2594911144%2C6143202.67178695%2C1694639.93034552%2C6147927.435597827&map-list=1&layers=163%2C165
Galgen,Richtstätten,48.23132,14.875255,Verschiedene historische Quellenangaben bezeugen den Ort dieser Richtstätte östlich von Grein.,https://www.ooegeschichte.at/forschung/kleindenkmal/110637
Abdeckerei an Hart,Abdecker,48.231808,14.767347,Abdeckerei an Hart,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=73857
Wasenmeister in Ried,Abdecker,48.23219,13.47606,Wasenmeister in Ried,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=45059
Galgen Werfenstein,Richtstätten,48.23376,14.88581,Richtstätte der Herrschaft Werfenstein,
Abdecker Grein,Abdecker,48.235775,14.839206,Diener- oder Abdeckerhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=75386
Schörgenhuber,Indizort,48.23963588,14.75504171,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker Parz,Abdecker,48.239741,13.85498,,
Pranger Mauthausen,Pranger,48.24075,14.51704,"stand ursprünglich gegenüber dem Bräuhaus, 1583",https://www.donauregion.at/mauthausen-sehenswertes/oesterreich-poi/detail/430029165/pranger.html
Galgen,Richtstätten,48.24353,14.5116,Die Hochgerichtsbarkeit in Mauthausen wurde 1446 durch ein Privileg Ks. Fridrich III bestätigt. Siehe auch Link Seite 10-11,https://www.yumpu.com/de/document/read/7491578/1294-mb-mauthausen
Schörgenhub,Indizort,48.2455245,14.3012284,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rabeneck,Indizort,48.245757,13.770512,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeister Langholzfeld,Abdecker,48.24587,14.242898,Abdeckerhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=28814
Rathfeld,Indizort,48.24591576,14.36104226,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Radthansfeld,Indizort,48.24655746,14.07581328,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen Tollet,Richtstätten,48.24817,13.79384,"In der Nähe befindet sich das Marterl, das an die letzte Hinrichtung 1739 erinnern soll",https://www.ooegeschichte.at/ausstellungen/glaube-aberglaube-gelehrtenmagie/geister-und-gespenster/tolleter-schlossgeist
Totenhaufen,Indizort,48.24844641,14.44534339,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeisterhaus,Abdecker,48.24965,13.79975,Grundherrschaft: Tollet Amt Kastlinged,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=16966
Schwarzes Kreuz,Kleindenkmäler,48.2499,14.608437,"Burgfriedsgrenze, hier wurden die Delinquenten dem Landgericht Schwertberg übergeben",https://www.yumpu.com/de/document/read/67294000/grenzuberschreitende-kleindenkmalforschung-oberosterreich-sudbohmen-die-roten-kreuze-rechtsaltertumer-aus-der-zeit-der-rodungen-durch-die-babenberger-und-fruhen-habsburger-band-2
Pranger Perg,Pranger,48.25,14.6342,"1583 errichtet, Pagstein und Halseisen befinden sich im Heimathaus-Stadtmuseum Perg",https://www.ooegeschichte.at/forschung/kleindenkmal/265346
Galgen,Richtstätten,48.25164,14.60041,"Galgen auf einem Hügel (Mühlberg) bei den beiden Galgenhäusln, 1878 Galgenfundament freigelegt",https://de.m.wikipedia.org/wiki/Datei:Perg-Ober%C3%B6sterreich-Alte-Donaustrasse-B3c-Nischenblockpfeiler.JPG
Abdecker Hinterndobl,Abdecker,48.25603,13.63367,Wasenmeisterhaus in Limberg,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=8127
"Häusl im Radl, Galgenwieshäusl",Galgenhäuser,48.256107,14.57516,Galgenwieshäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=69339
Totenlacke,Indizort,48.25667831,14.16463062,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeister Pichling,Abdecker,48.2567,14.36506,Wasenmeisterhaus in der Oyden,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=96230
Galgen,Richtstätten,48.25679,13.06835,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1453275.3298581934%2C6148640.496814556%2C1457637.0177847163%2C6150357.941293839&map-list=1&layers=163%2C165
Abdecker Scharlinz,Abdecker,48.26017,14.29494,,
Schwertbauerngut,Indizort,48.26024817,13.41734902,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schwertbauernhäusl,Indizort,48.26116454,13.4197394,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Kronberg,Indizort,48.263469,14.496821,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Häusl nebst dem Cramberg,Indizort,48.263513,14.494231,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Urtlmann,Indizort,48.26526782,13.92654788,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgenberger,Galgenhäuser,48.2663,14.9509,genaue Lage unbekannt,https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1660073.7122402594%2C6149940.563554536%2C1668797.0880933052%2C6153375.4525131015&map-list=1&layers=163%2C165
Abdecker Linz,Abdecker,48.267593,14.32091,,
Schwerdtmühle,Flurnamen,48.268452,14.694436,"Rechts-/Symbolbezug zum Hochgericht (möglich, aber Nachweis nötig)",
Hochgericht Münzbach,Richtstätten,48.26935,14.70229,"Herrschaft Windhaag, Galgenbüchel, JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1636350.1080168313%2C6151064.089774319%2C1638530.9519800926%2C6151922.81201396&map-list=1&layers=here-aerial%2C163%2C165
Ramberger,Indizort,48.270029,13.858861,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Gericht Thürnau,Richtstätten,48.27037,14.166343,"Richtstätte LG Hartheim oder Donautal ""Hangerholz"", JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1575337.3197745667%2C6151041.570472808%2C1579699.0077010896%2C6152759.014952091&map-list=1&layers=here-aerial%2C163%2C165
Galgenberg,Flurnamen,48.27087,14.94194,Quelle?,
Galgen Waldhausen,Richtstätten,48.2709,14.9501,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1662068.2409470766%2C6151370.174849183%2C1666429.9288735995%2C6153087.619328466&map-list=1&layers=163%2C165
Haus im Ramberg,Indizort,48.270988,13.857066,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1538698.9491734027%2C6150329.13788756%2C1547582.3650544204%2C6152954.272077728&map-list=1&layers=163%2C165
Abdecker Schwertberg,Abdecker,48.27315,14.58488,Wasenmeisterhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=69675
Richtstätte,Richtstätten,48.27347,14.31395,"ab 1820, zu den 2 Kreuzen an der Gabelung der Reichsstraße, zwischen B1 und Brunnenfeld",https://anno.onb.ac.at/cgi-content/anno?aid=wez&datum=19311030&query=%22Galgenplatz%22&ref=anno-search&seite=29
Abdecker,Abdecker,48.273477,14.167726,Abdeckerhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=28169
Pranger Neumarkt,Pranger,48.273532,13.72773,Im Rahmen der Feiern zum 800 Jahr-Jubiläum stellte die Gemeinde die Pestsäule wieder auf.,https://www.neumarkt-hausruckkreis.at/Kapitell_des_ehemaligen_Prangers
Uhrlgütl,Indizort,48.27440151,13.73454729,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Radauergut,Indizort,48.27471678,13.7357967,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheiben,Indizort,48.27541357,13.67731247,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rothwisergut,Indizort,48.27550985,13.90518174,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenstatt,Abdecker,48.27581,13.45121,"Wasenstat, Abdecker an der Au, JL, FL",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=44007
Urtlbauer,Indizort,48.2762328,13.71666221,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Calvariberg,Flurnamen,48.2778493,13.73367132,,
Rabenfurt,Indizort,48.279102,13.449422,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Ramesedt,Indizort,48.28584,13.857809,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Dumschedlhaus,Indizort,48.28786041,14.3297765,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schörgendorf,Indizort,48.29345148,14.47159304,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schörgenhumer,Indizort,48.2944667,13.9228297,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Gallenberg,Flurnamen,48.2948,14.03621,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1560733.0066127202%2C6154745.420482439%2C1565094.6945392431%2C6156462.864961722&map-list=1&layers=163%2C165
Schwertferbergut,Indizort,48.29515574,13.76889132,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker Kallham,Abdecker,48.29724,13.730221,Wasenmeisterhaus im Hochholz,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=12966
Abdecker Luftenberg,Abdecker,48.29857,14.42436,Abdeckerhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=64950
Schörgenhueb,Indizort,48.298712,14.11407908,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlhof,Indizort,48.2988315,14.6806062,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wolfmayer,Indizort,48.30093878,14.10799108,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Anrath,Indizort,48.30094358,13.84753682,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Urtlbauer,Indizort,48.30262429,13.70505322,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rad,Flurnamen,48.30319,14.03209,Rathäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=26335
Rotheneder,Indizort,48.3037791,14.358046,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen am Freinberg,Richtstätten,48.30378,14.26456,"Galgenberg, Galgenleithen samt Henkerleiten",https://anno.onb.ac.at/cgi-content/anno?aid=wez&datum=19311030&seite=28&zoom=33&query=%22Galgenplatz%22&ref=anno-search
Gollingerfeld,Flurnamen,48.304188,14.02763,FK,https://maps.arcanum.com/de/map/cadastral/?bbox=1559302.8492989975%2C6156866.889225931%2C1563664.5372255205%2C6158584.333705214&map-list=1&layers=3%2C4
Galgenhof Landgericht Linz,Richtstätten,48.30549,14.29215,"Eine besondere Bedeutung erlangte der „Galgenhof“ des Landgerichts in der Zeit von 1934–38, Ständestaatregime.",https://afo.at/medien/publikationen/nachsatz-9/nachsatz-9eteil2.pdf
Richtstätte Linz,Richtstätten,48.305921,14.2866,Richtstätte und Pranger am Linzer Hauptplatz,
Urtlbauerngut,Indizort,48.30598934,13.71490021,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.3062,14.350504,"in der Nähe des Stettenhofes, LG Riedmark-Steyregg",
Rad,Indizort,48.30735726,13.42188014,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker Hochstraß,Abdecker,48.30737,14.53731,Abdeckerhäusl in Puchholz,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=68419
Schedlberg,Indizort,48.307812,14.60489628,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlbergerhäusel,Indizort,48.31001763,14.25793031,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlweber,Indizort,48.310238,14.01824969,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Hochgericht Eferding,Richtstätten,48.31072,13.99402,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1557013.201636792%2C6157939.08684802%2C1559194.0456000532%2C6158797.809087661&map-list=1&layers=163%2C165
Schedlmayergut,Indizort,48.3113795,14.6613019,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen am Ochsenzagl,Richtstätten,48.31263,14.299538,"am sog. Ochsenzagl, heute k.k. Tabakfabrik",
Galnbölksölden,Galgenhäuser,48.31274,13.667143,Galnbölksölden,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=51720
Gollenbuch,Flurnamen,48.31315,13.6455,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1517073.3812459854%2C6157822.694350348%2C1521435.0691725083%2C6159540.138829631&map-list=1&layers=163%2C165
Schedlbergmühle,Indizort,48.31364615,14.60828537,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheibenbogen,Indizort,48.31405103,14.30066661,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Oberschedlbergergut,Indizort,48.31477308,14.6084083,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schwerdförgengut,Indizort,48.31733213,13.47471599,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rotes Kreuz,Kleindenkmäler,48.322972,15.2965,"Rotes Kreuz Neusiedl am Feldstein. Man erzählt von der wilden Jagd, die über den Bergrücken fegt, einer Dienstmagd die dort oben ums Leben kam, ihren Grasbinkel verlor und am Weg, der drüben nach Heiligen Blut führt, gefunden wurde. ",https://www.marterl.at/fileadmin/user_upload/Publikationen/Rote_Kreuze_in_Niederoesterreich.pdf
Galgenplatz Heiljam,Richtstätten,48.3239,14.29671,heute erinnert noch eine Wegsäule an diese alte Richtstätte,https://anno.onb.ac.at/cgi-content/anno?aid=wez&datum=19311030&seite=28&zoom=33&query=%22Galgenplatz%22&ref=anno-search
Geißelsäule Heilham,Kleindenkmäler,48.32396,14.296821,diese Wegsäule aus dem Jahre 1660 erinnert an eine alte Richtstätte,https://stadtgeschichte.linz.at/denkmal/default.asp?action=denkmaldetail&id=1125
Schedlmayrgut,Indizort,48.32466512,14.39824774,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlmayerhäusl,Indizort,48.3253745,14.39718067,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wolfenkreuz,Indizort,48.32549,14.290102,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",https://maps.arcanum.com/de/map/secondsurvey-austria/?bbox=1588437.013194758%2C6160457.333942323%2C1596412.7393648895%2C6162819.715847761&map-list=1&layers=6
Wasenstatt Obernberg am Inn,Abdecker,48.32775,13.344176,Simon Ehgartnerische Behausung und Wasenstatt,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=40835
Todtengraber,Indizort,48.33024967,13.40660219,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedelhof,Indizort,48.3303811,14.4036362,"„Schedl/Schädel“-Toponyme verweisen meist auf Richtstätten oder henkerliche Orte, an denen menschliche Überreste sichtbar waren.",
In der Scheibenwiesen,Indizort,48.3325145,14.2853277,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeister Strohheim,Abdecker,48.33302,13.98152,Wasenmeisterhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=24077
Hangl,Indizort,48.33305041,13.47018852,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rabmergut,Indizort,48.334188,13.976248,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlberger,Indizort,48.3352478,14.1947899,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen Raxendorf,Richtstätten,48.3374,15.28507,Jl,https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1698204.4492917645%2C6162303.506049303%2C1707087.8651727822%2C6164928.640239472&map-list=1&layers=163%2C165
Schörgenhuber,Indizort,48.33980285,14.61852411,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Gerichtslinde,Indizort,48.34224837,13.97677108,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rothenbühel,Indizort,48.34296717,14.40985316,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Raab,Indizort,48.344017,14.712572,neben der Richtstätte Prandegg-Zellhof FK,https://maps.arcanum.com/de/map/cadastral/?bbox=1635722.775928131%2C6163348.977954933%2C1640164.4838686401%2C6164661.545050018&map-list=1&layers=3%2C4
Richtstätte Prandegg-Zellhof,Richtstätten,48.344583,14.707659,Die Richtstätte LG Prandegg (später LG Zellhof) mit Sitz in Zellhof befand sich in der Nähe des Geroldslehnergutes,
Schwerdtbergergut,Indizort,48.34510479,13.95960819,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Pranger Peuerbach,Pranger,48.34535,13.77313,Die Granitsäule stammt aus dem Jahr 1571 und war ursprünglich vor dem Pflegerhaus am Rathausplatz aufgestellt,https://www.oberoesterreich.at/oesterreich-poi/detail/170528/pranger.html
Richtstätte und Abdecker,Richtstätten,48.34665,14.420061,"ab 1756 (vorher Gugalea), Wasenmeisterhäusl im untern Gries",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=64849
Wasenmeister Raab,Abdecker,48.347594,13.637707,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1514469.4089832038%2C6162907.077320589%2C1523183.230207714%2C6166341.966279155&map-list=1&layers=163%2C165
Wasenstatt am Hundsbugel,Abdecker,48.34845,13.44791,"Wasenstatt am Hundsbugl, JL",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=43828
Scheibenwieshäusl,Indizort,48.349282,14.5083557,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlhammergut,Indizort,48.349334,13.7395038,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Pranger Bad Zell,Pranger,48.34987,14.669471,"Prangersäule am Marktplatz aus dem Jahr 1574. Auf der Säule stehend eine Statue in Ritterrüstung, Schwert und Schild (darauf das Wappen der Jörger von Tollet) – das einzig erhaltene Prangermandl Oberösterreichs.",https://de.wikipedia.org/wiki/Liste_der_denkmalgesch%C3%BCtzten_Objekte_in_Bad_Zell
Richtstätte am Galgenbichl,Richtstätten,48.34991,14.57634,"Richtstätte von Reichenstein, Ziegelreste? Halmenberg.",https://www.zobodat.at/pdf/JOM_141a_0229-0257.pdf
Hochgericht Salletwald,Richtstätten,48.35144,13.71979,Bis 1779 wurden die Verurteilten auf einem der drei Galgen im Salletwald gehängt und Frauen an der Frauenköpfstelle enthauptet,"https://www.nachrichten.at/oberoesterreich/innviertel/schaerding/Als-Maenner-noch-gehaengt-und-Frauen-gekoepft-wurden;art14856,287582"
Frauenköpfstelle Salletwald,Richtstätten,48.35177,13.71792,Bis 1779 wurden die Verurteilten auf einem der drei Galgen im Salletwald gehängt und Frauen an der Frauenköpfstelle enthauptet,"https://www.nachrichten.at/oberoesterreich/innviertel/schaerding/Als-Maenner-noch-gehaengt-und-Frauen-gekoepft-wurden;art14856,287582"
Galgenbichl,Flurnamen,48.35283,14.67585,bereits 1391 in einem Regensburger Lehenskodex genannt (FK),
Dreifaltigkeitskapelle beim Galgenbühel,Kleindenkmäler,48.35333,14.677876,Spätbarocke Kapelle aus 1800 mit Wandmalereien und Heiligenfiguren hll. Sebastian und Leonhart(?),https://de.wikipedia.org/wiki/Liste_der_denkmalgesch%C3%BCtzten_Objekte_in_Bad_Zell
Wasenmeister Andorf,Abdecker,48.35391,13.568909,Wasenmeisterhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=48993
Steininger beim Galgenbichl,Galgenhäuser,48.35419,14.68481,"Der Steiniger musste Leiter und Holz zum Galgen bereitstellen, dafür wird ihm das Grundstück beim Galgen als Viehweide überlassen",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=72023
Galgen Bad Zell,Richtstätten,48.35424,14.6812,"Markt Zell hatte nicht nur die Niedere Gerichtsbarkeit inne, sondern auch den Blutbann",
Rabenbergholz,Indizort,48.355219,13.445438,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgenmoos,Flurnamen,48.356365,13.718362,,
Kronberg,Indizort,48.356837,13.507698,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Ruedauergut,Indizort,48.3569379,13.49440961,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheibenhäusl,Indizort,48.36025394,14.49750548,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schörgendorf,Indizort,48.36157242,13.80842045,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Edenrad,Indizort,48.36260905,13.49152976,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
